"rep","condition","acceptance_rate","method","r_full","rho_full","r_diag","rho_diag","r_off","rho_off","r_sym","r_min","rmse_full","rmse_diag","pairing_rate","elapsed_sec"
11,"bilateral",0.5,"loglinear_3way",0.13093796210382,-0.210304044609253,0.0661345472153648,0.3,-0.589622254926263,-0.682571819312982,0.125639245969029,0.12804197640922,1.1202940231068,2.17122168404109,0.9988,1.52723598480225
11,"bilateral",0.5,"clogit_K2",0.795141091815925,0.967398605202564,0.603043145034464,0.6,0.944463417838616,0.949698041283584,0.786529507857688,0.786893773922011,0.759265284111402,1.14945305661256,0.9988,1.52723598480225
11,"bilateral",0.75,"crude_ratio",-0.607150041631267,-0.824237503275898,-0.635540063557915,-0.3,-0.793826243786325,-0.823323879614772,-0.606671468364749,-0.608250689418241,1.48681754539039,2.59169292083119,0.9998,1.58417797088623
11,"bilateral",0.75,"loglinear_3way",-0.592215513160322,-0.850863152960372,0.0315094001114661,0.3,-0.783036405620246,-0.84526909331774,-0.594636615861841,-0.590198610995393,1.48969716273789,2.90418362702665,0.9998,1.58417797088623
11,"bilateral",0.75,"clogit_K2",0.627166573611551,0.874401770797371,0.149664194373653,0.1,0.940311382280972,0.926239364566619,0.620532062331358,0.62153258677614,0.887384639426399,1.80989201775898,0.9998,1.58417797088623
12,"bilateral",0.25,"crude_ratio",0.742342000518686,0.288637477738938,0.75908882981416,0.7,-0.431506726851332,-0.363231123359458,0.744771354104299,0.745434925114507,1.29077285065663,1.6131520660655,0.9992,1.53486585617065
12,"bilateral",0.25,"loglinear_3way",0.813277720886354,0.270115286654087,0.725384011671416,0.7,-0.493622981356366,-0.399554235695404,0.812113363336581,0.811499866367571,0.710177733508165,1.02146519103514,0.9992,1.53486585617065
12,"bilateral",0.25,"clogit_K2",0.912889345256787,0.947718777174909,0.918893918733352,0.9,0.895814293666587,0.89899703031466,0.909077304530657,0.908322569728828,0.851890778933546,0.603298753613148,0.9992,1.53486585617065
12,"bilateral",0.5,"crude_ratio",0.382890451249122,0.040517292998113,0.650207516240728,0.7,-0.53494435545602,-0.544089953532189,0.387384022819762,0.38583090906132,1.04050530609089,1.99147987113256,0.9992,1.52985000610352
12,"bilateral",0.5,"loglinear_3way",0.409161002568239,-0.0347291082840968,0.327798531546352,0.1,-0.610209409320719,-0.708300690550944,0.409266775343885,0.410328835067464,1.01372578132856,1.99406317424959,0.9992,1.52985000610352
12,"bilateral",0.5,"clogit_K2",0.806018316742176,0.941930592460893,0.776623200900592,0.6,0.921515681478141,0.89218644675167,0.800685641697957,0.800716803692077,0.776678290583801,0.981452419630427,0.9992,1.52985000610352
12,"bilateral",0.75,"crude_ratio",-0.610921801518491,-0.819221076523751,-0.766636062806985,-0.7,-0.784896924813758,-0.77110940563185,-0.608159937795834,-0.611310548386091,1.48283086022576,2.60590814745631,0.9998,1.56949186325073
12,"bilateral",0.75,"loglinear_3way",-0.59717055054226,-0.831183324932718,0.0774725502912692,0.3,-0.761860158187458,-0.839971972768747,-0.600622523826553,-0.597253357394719,1.47459809895141,2.89314728823364,0.9998,1.56949186325073
12,"bilateral",0.75,"clogit_K2",0.637415897936439,0.88211935041606,0.262316241712738,0.3,0.930653751867789,0.891429715244671,0.63076444476565,0.63047284969257,0.87907137257105,1.78292662621831,0.9998,1.56949186325073
13,"bilateral",0.25,"crude_ratio",0.756075500607549,0.373530853544508,0.744123353008282,0.7,-0.237003556246096,-0.223992526071666,0.756843136524803,0.762045467329615,1.23249036990507,1.60939176868146,0.9978,1.53697991371155
13,"bilateral",0.25,"loglinear_3way",0.797249225260761,0.291724509586413,0.704348969390823,0.7,-0.354679438535981,-0.384419605555427,0.798164350424521,0.800887674053192,0.729249521952215,1.0861898245376,0.9978,1.53697991371155
13,"bilateral",0.25,"clogit_K2",0.886971517402079,0.952735203927056,0.905079987853604,0.9,0.885011014174785,0.908834539905645,0.881268143034582,0.883419556149407,0.906649795220253,0.562558464432933,0.9978,1.53697991371155
13,"bilateral",0.5,"crude_ratio",0.419168608338014,0.237315573274662,0.595054840864599,0.5,-0.330577982097568,-0.317827232939526,0.428668090671522,0.430916802115788,1.03084841939216,1.99955872553064,0.999,1.51508283615112
13,"bilateral",0.5,"loglinear_3way",0.416992844317712,0.0779475541487507,0.125355046167963,0.3,-0.457847375653657,-0.479767775437285,0.417810165470148,0.420820366849783,1.01117507363943,2.01291233819094,0.999,1.51508283615112
13,"bilateral",0.5,"clogit_K2",0.792234540056833,0.943088229403696,0.55848514236448,0.7,0.942198327813482,0.901267224835656,0.787115829632961,0.788325353181458,0.803498682466075,1.05071311869665,0.999,1.51508283615112
13,"bilateral",0.75,"crude_ratio",-0.625381648791085,-0.867070070159618,-0.602321036364367,-0.5,-0.816064580596104,-0.833918120712757,-0.623093098618511,-0.624259895549248,1.49636138245919,2.61397213394598,0.9998,1.54725193977356
13,"bilateral",0.75,"loglinear_3way",-0.614570720655305,-0.85587957971252,0.0668047559696756,0.3,-0.791355356201737,-0.823323879614772,-0.617389328767651,-0.612258034235246,1.48956269728619,2.90950879387746,0.9998,1.54725193977356
13,"bilateral",0.75,"clogit_K2",0.614043293490715,0.870542980988027,0.0924075632879492,0.1,0.953783493802983,0.934563411143606,0.606667835700377,0.609283800483352,0.895556556712861,1.86897436573208,0.9998,1.54725193977356
